exercise_id,title,subtitle
259,Leaning too far,Glute squeeze.
259,Knee pain,Pad floor.
260,Leaning back,Core.
260,Side lean,Stay vertical.
260,Shoulder hike,Down.
261,Bending elbows,Locked.
261,Sagging hips,Plank.
261,Neck movement,Still.
262,Arching,Ribs down.
262,Twisting,Square hips.
262,Elbow flare,Tuck.
263,Forcing,Pain.
263,Bent elbows,Straight.
263,Shoulder shrug,Relax.
264,Dropping legs,Hold.
264,Kipping,Strict.
264,Half ROM,Full pull.
265,Arching,Ribs down.
265,Shrugging,Relax traps.
265,Stance,Stable.
266,Swinging,Strict.
266,Traps,Down.
266,Heavy,Light.
267,Rounding,Flat back.
267,Knee cave,Push out.
267,Heel lift,Flat.
268,Shrugging,Neck long.
268,Too heavy,Form.
268,Range,Shoulder height.
269,Arm moving away,Pin elbow.
269,Body roll,Stable.
269,Heavy,Light.
270,Wrist curl,Neutral.
270,Fast,Slow.
270,Pain,Stop.
271,Momentum,Strict.
271,Position,Elbow on hip.
271,Weight,Light.
272,Hip lift,Flat.
272,Speed,Slow.
272,Pain,ROM limit.
273,Shoulder pop,Depress.
273,Wrist,Straight.
273,Rushing,Squeeze.
274,Knee Lockout,Soft knees.
274,Shallow,90 deg.
274,Hips Lifting,Push low back down.
275,Slipping,Secure feet.
275,Bouncing,Control.
275,Knee bend,Straight.
276,Ego lifting,Full ROM.
276,Locking,Never.
276,Hands on knees,Hands on handles.
277,Momentum,Squeeze.
277,Back rounding,Chest up.
277,Feet touching,Keep up.
278,Shrugging,Relax traps.
278,Pressing,Flye arc.
278,Swinging,Stance.
279,Leaning,Tall.
279,Knee slam,Control.
279,Low kick,Aim high.
280,Rising up,Stay low.
280,Dropping guard,Hands up.
280,Slack,Punch hard.
281,Knee cave,Stable.
281,Twisting Knee,Torso only.
281,Falling,Widen stance.
282,Leaning,Upright.
282,Swinging arms,Strict.
282,Rising,Stay down.
283,Arching,Hands under butt.
283,Bent knees,Straight.
283,Neck,Relax.
284,Elbow move,Pin.
284,Face,Avoid hitting.
284,Fast,Slow.
285,Jerking,Smooth.
285,Heavy,Dangerous.
285,Hyperextending,Neutral.
286,Lifting hips,Press down.
286,Momentum,Squeeze.
286,Toes out,Neutral.
287,Arching,Imprint spine.
287,Momentum,Control.
287,Neck lift,Relax.
288,Rolling back,Stack hips.
288,Toe up,Heel up.
288,High kick,Target muscle.
289,Bent knee,Straight.
289,Arching,Press down.
289,Rushing,Slow.
290,Stepping off fast,Control stack.
290,Shrugging,Depress.
290,Kipping,Strict.
291,Lifting elbows,Plant them.
291,Short ROM,Full.
291,Rocking,Isolate.
292,Knees caving,Push out.
292,Heels lifting,Flat.
292,Shallow,Depth.
293,Arching,Ribs down.
293,Head forward,Back.
293,Elbow flare,Slight tuck.
294,Spine twist,Pivot feet.
294,Weak slam,Power.
294,Rounding,Squat.
295,Elbow flare,Tuck.
295,Lobbing,Straight line.
295,Lazy,Explode.
296,Dropping on face,Focus.
296,Elbows wide,Tuck.
296,Weak throw,Push.
297,Elbow drop,Keep high.
297,No hips,Rotate.
297,Weak,Drive.
298,Wobble,Stabilize.
298,Hips sag,Plank.
298,Face plant,Careful.
299,All arms,Use core.
299,Planting feet,Pivot.
299,Slow,Fast.
300,Back bending,Use core.
300,Tapping,Slam.
300,Face,Watch bounce.
301,Squatting,Hinge.
301,Lifting with shoulders,Use hips.
301,Rounding,Flat back.
302,Weak throw,Power.
302,Jogging,Sprint.
302,Tripping,Watch footing.
303,Bent knees,Straight.
303,Neck strain,Look up.
303,Momentum,Squeeze.
304,Standing still,Use legs.
304,Dropping ball,Focus.
304,Too close,Step back.
305,Rounding,Tall.
305,Arms only,Hips.
305,Knee torque,Pivot.
306,Butt high,Hips down.
306,Head bob,Still.
306,Half rep,Chest to floor.
307,Pulling neck,Don't.
307,Hips rocking,Stable.
307,Holding breath,Exhale.
308,Momentum,Slow.
308,Lifting low back,Press down.
308,Neck pain,Support.
309,Wiggle,Statue.
309,Sagging,Core.
309,Hand placement,Under shoulder.
310,Rolling forward,Open up.
310,Hips low,Lift.
310,Pain,Pad knee.
311,Straight arm hang,Active shoulders.
311,Slipping,Chalk/Gloves.
311,Falling,Safety (mat).
312,Butt high,Lower.
312,Bouncing,Stay flat.
312,Looking back,Forward.
313,Chicken wing,Both arms same time.
313,Weak pull,Explode.
313,Elbow pain,Warm up.
314,Forcing,Pain.
314,Shrugging,Relax.
314,Holding breath,Breathe.
315,Falling,Resist.
315,Swinging,Core.
315,Giving up,Fight it.
316,Slouching,Sit tall.
316,Knees in,Track toes.
316,Gripping,Relax.
317,Twisting,Square hips.
317,Jerking,Smooth.
317,Rounding,Posture.
318,Twisting,Square.
318,Shoulder lift,Hips.
318,Squatting,Hinge.
319,Rolling,Stay on side.
319,Using abs,Use arm.
319,Neck,Relax.
320,Leaning,Sit still.
320,Momentum,Strict.
320,Wrist,Neutral.
321,Squatting,Just a dip.
321,Pressing early,Legs first.
321,Arching,Core.
322,Rounding,Chest out.
322,Rotation,Square.
322,Yanking,Control.
323,Banging wrist,Technique.
323,Pressing out,Punch.
323,Squatting,Hinge.
324,Dropping elbows,Keep high.
324,Shrugging,Relax.
324,Heavy,Light.
325,Elbows drop,Shoulder height.
325,Body swing,Strict.
325,Rushing,Squeeze.
326,Arms forward,Press back.
326,Heels up,Flat.
326,Rounding,Chest up.
327,Arching,Ribs down.
327,Hitting head,Careful.
327,Lean,Tall.
328,Arms bending,Lock out.
328,Leaning,Upright.
328,Knees,Out.
329,Head down,Look forward.
329,Arching,Ribs in.
329,Forcing,Gentle.
330,Dropping arms,Keep up.
330,Heels,Flat.
330,Leaning,Vertical.
331,Turning,Statue.
331,Shrugging,Down.
331,Leaning,Vertical.
332,Locking out,Stay bent.
332,Resting,Constant.
332,Rounding,Posture.
333,Arching,Stop.
333,Fast,Slow.
333,Holding breath,Breathe.
334,Knee pain,Ease off.
334,Rounding,Tall.
334,Tense,Relax.
335,Heel lift,Flat.
335,Falling,Hold support.
335,Knee cave,Track.
336,Sagging,Core.
336,Piking,Lower.
336,Head drop,Neutral.
337,Bouncing hips,Flat.
337,Sagging,Core.
337,Shoulders,Stable.
338,Butt high,Plank.
338,Foot drag,Pick up.
338,Rushing,Squeeze.
339,Arching,Ribs in.
339,Too high,Level.
339,Twisting,Square.
340,Hips sag,Lift.
340,Elbow pain,Pad.
340,Fast,Slow.
341,Hips moving,Shoulders only.
341,Head bob,Still.
341,Sagging,Core.
342,Rocking,Statue.
342,Sagging,Core.
342,Hand wide,Under shoulder.
343,Rocking,Tighten.
343,Hand pos,Under shoulder.
343,Sagging,Lift.
344,Twisting,Square.
344,Falling,Control.
344,Hips high,Line.
345,Arms bent,Lock.
345,Leaning,Tall.
345,Knee slam,Control.
346,Dizziness,Stop.
346,Letting go,Hold.
346,Jumping,Safety.
347,Low skip,High.
347,Flat foot,Toes.
347,Slow,Power.
348,Rounding,Chest out.
348,Squatting,Hinge.
348,Neck,Neutral.
349,Wobble,Stabilize.
349,Knee valgus,Out.
349,Rounding,Tall.
350,Rounding,Fight it.
350,Heels up,Flat.
350,Knees in,Out.
351,Lifting hips,Press down.
351,Fast,Control.
351,Cramping,Relax.
352,Arching back,Too high.
352,Rotating hip,Square.
352,Bending knee,Straight.
353,Hips rising,Ground them.
353,Snap back,Control.
353,Arching,Core.
354,Kipping,Strict.
354,Reaching chin,Pull high.
354,Half reps,Lockout.
355,Sagging hips,Lift.
355,Worming,Rigid body.
355,Flaring elbows,Tuck.
356,Hyperextending,Just stand.
356,Shrugging,Shoulders down.
356,Jerking,Pull slack.
357,Forcing,Gravity only.
357,Locking knees,Soft.
357,Looking up,Head down.
358,Sagging,Core.
358,Face plant,Control.
358,Hip twist,Square.
359,Shrugging,Relax traps.
359,Bend elbows,Straight.
359,Rushing,Squeeze.
360,Twisting hips,Square.
360,Sagging,Plank.
360,Butt high,Level.
361,Momentum,Abs.
361,Pulling head,Relax neck.
361,Hip flexors,Isolate.
362,Rounding,Chest up.
362,Standing up,Stay bent.
362,Yanking,Control.
363,Swinging,Strict.
363,Elbows fwd,Sides.
363,Wrist curl,Neutral.
364,Tensing,Let go.
364,Bent knee,Straight.
364,Pain,Gentle.
365,Shrugging,Relax.
365,Bent elbows,Lock.
365,Arching,Ribs in.
366,Rubbing arms,Adjust.
366,Shrugging,Down.
366,Lean,Tall.
367,Rolling back,Stack hips.
367,Waist twist,No.
367,Fast,Squeeze.
368,Rounding,Posture.
368,Squatting,Hinge.
368,Slack,Choke up.
369,Whole leg,Ankle only.
369,Fast,Control.
369,Slack,Tension.
370,Knees caving,Push out.
370,Arching,Glutes.
370,Neck,Relax.
371,Arching back,Ribs in.
371,Swinging,Squeeze.
371,Leaning,Tall.
372,Shrugging,Down.
372,Swinging,Strict.
372,Hands high,Level.
373,Arching,Core.
373,Hip lift,Flat.
373,Snap,Control.
374,Fast,Slow.
374,Leg moving,Ankle.
374,Slack,Tension.
375,Band slip,Secure.
375,Sagging,Core.
375,Half rep,Lockout.
376,Lean back,Vertical.
376,Shrug,Down.
376,High,Shoulder lvl.
377,Rocking,Level.
377,Dragging feet,Step.
377,Knees in,Out.
378,Pause,Fluid.
378,Arching,Core.
378,Grip,Secure.
379,Rounding,Posture.
379,Knees in,Out.
379,Slack,Tension.
380,Arching,Core.
380,Shrugging,Down.
380,Wide,Vertical.
381,Elbow drop,Pin.
381,Swing,Strict.
381,Shoulder move,Iso.
382,Flaring,Tuck.
382,Arching,Ribs in.
382,Hitting head,Careful.
383,Momentum,Abs.
383,Flat back,Curl.
383,Fast,Slow.
384,Shrugging,Down.
384,Bending arms,Straight-ish.
384,Lean,Tall.
385,Swinging legs,Abs.
385,Fast,Slow.
385,Neck,Relax.
386,Lean fwd,Tall.
386,Knee slam,Touch.
386,Balance,Width.
387,Standing up,Stay bent.
387,Swing,Strict.
387,Shrug,Down.
388,Wrist pain,Stop.
388,Sagging,Core.
388,Half rep,Full.
389,Wrist ext,Neutral.
389,Swing,Strict.
389,Elbow flare,Pin.
390,Sagging,Lift.
390,Head fwd,Back.
390,Knee bent,Straight.
391,Lean fwd,Tall.
391,Forcing,Gentle.
391,Breath,Exhale.
392,Grip slip,Thumb around.
392,Flare,Tuck.
392,Arch,Safe.
393,Rotation,Lateral only.
393,Yanking,Smooth.
393,Range,Safe.
394,Squatting,Hinge.
394,Rounding,Chest out.
394,Reaching,Hips back.
395,All arms,Use legs.
395,Slide burn,Socks/Pants.
395,Falling,Safety.
396,Arms wide,Close.
396,High jump,Small.
396,Stiff,Soft.
397,No pivot,Knee risk.
397,Toes up,Side of foot.
397,Lean,Balance.
398,Arm wave,Torso twist.
398,Rounding,Chest up.
398,Feet touching,Up.
399,Arching low back,Glute squeeze.
399,Knee pain,Pad.
399,Balance,Width.
400,Bending elbows,Straight.
400,Swing,Still.
400,Neck,Relax.
401,Shrugging,Traps down.
401,Dropping elbows,Keep high.
401,Heavy,Light.
402,Forcing,Gentle.
402,Fast,Slow.
402,Holding breath,Exhale.
403,Bent arms,Straight.
403,Heavy landing,Soft.
403,Slouching,Tall.
404,Bouncing,Control.
404,Fast,Slow.
404,Lifting toes,Heels only.
405,Head fwd,On bench.
405,Swinging,Strict.
405,Short ROM,Full ext.
406,Moving leg,Ankle only.
406,Fast,Explore range.
406,Slouching,Tall.
407,Pain,Stop.
407,Tensing,Relax.
407,Bouncing,Static.
408,Arching,Ribs in.
408,Missing rotation,Twist.
408,Clanking,Control.
409,Leaning back,Vertical.
409,Half rep,Chin level.
409,Elbow flare,Tuck.
410,Rounding,Chest up.
410,Feet touch,Keep up.
410,Momentum,Squeeze.
411,Sitting up,Stay down.
411,Shrug,Down.
411,Swing,Strict.
412,Shoulders only,Use pelvis.
412,Fast,Breath speed.
412,Forcing,Gentle.
413,Slouching,Tall.
413,Swinging,Squeeze.
413,Low lift,Straight.
414,Fast,Hold.
414,Leaning,Core.
414,Breath,Exhale.
415,Shrugging,Relax.
415,Turning body,Square.
415,Forcing,Ease.
416,Leaning back,Core.
416,Trap dom,Shoulders.
416,Throwing,Lift.
417,Fast,Control.
417,Low ROM,Full.
417,Pain,Check weight.
418,Swinging,Can't swing seated.
418,Elbow fwd,Pin.
418,Wrist,Neutral.
419,Leaning back,Stay fwd.
419,Shoulder lifting,Arm only.
419,Cheating,Strict.
420,Arm lift,Wrist only.
420,Heavy,Light.
420,Fast,Control.
421,Elbow lift,Pin.
421,Shoulder,Relax.
421,Range,Full.
422,Arm moving,Wrist only.
422,Fast,Slow.
422,Drop,Grip.
423,Rounding,Chest up.
423,Big kicks,Small.
423,Holding breath,Exhale.
424,Rounding,Hinge.
424,Bouncing,Static.
424,Knee bent,Straight-ish.
425,Slouching,Tall.
425,Lazy,Big moves.
425,Stomping,Light.
426,Leaning back,Tall.
426,Use hands,No hands.
426,Fast,Control.
427,Swing,Muscle.
427,Slouch,Posture.
427,Low,High.
428,Pulling neck,Don't.
428,Rounding,Chest up.
428,Arm wave,Torso.
429,Shrugging,Down.
429,Rocking,Strict.
429,High,Shoulder lvl.
430,Rounding,Tall.
430,Touching back,Hover.
430,Neck,Neutral.
431,Butt lift,Sit down.
431,Fast up,Slow eccentric.
431,Toes out,Neutral.
432,Rounding,Flat back.
432,Leaning too far,Vertical.
432,Shrugging,Down.
433,Forcing,Gentle.
433,Hips moving,Fixed.
433,Slouching,Tall.
434,Chest off pad,Glue it.
434,Shrug,Down.
434,Short ROM,Stretch.
435,Bouncing,Control.
435,Fast,Slow.
435,Slipping,Secure.
436,Kicking,Press.
436,Butt lift,Hold handles.
436,Fast,Control.
437,Pulling hard,No.
437,Shoulder up,Down.
437,Breath hold,Exhale.
438,Chin tuck/lift,Level.
438,Fast,Slow.
438,Shoulder turn,Neck only.
439,Heavy,Light.
439,Elbow,Still.
439,Fast,Slow.
440,Shoulder,Relax.
440,Elbow,Pin.
440,Momentum,Strict.
441,Pain,Stop.
441,Shrug,Relax.
441,Forcing,Gentle.
442,Leaning,Center.
442,Lazy,Snap.
442,Legs moving,Plant.
443,Rocking,Still.
443,Slouch,Tall.
443,Fast,Control.
444,Hip lift,Sit.
444,Fast,Slow.
444,Slack,Tension.
445,Band slip,Secure.
445,Slouch,Tall.
445,Snap back,Control.
446,Pain,Stop.
446,Hip hike,Square.
446,Fast,Slow.
447,Sitting too long,Stay warm.
447,Gulping,Sip.
447,Stopping,Active rest.
448,Arching,Ribs in.
448,Forward head,Back.
448,Half rep,Lockout.
449,Fast,Slow.
449,Small,Big.
449,Tense,Relax.
450,Forward lean,Side.
450,Lifting hip,Sit heavy.
450,Pain,Stop.
451,Lifting hip,Glue it.
451,Falling forward,Side only.
451,Neck strain,Neutral.
452,Elbow flare,Pin.
452,Head hit,Careful.
452,Arching,Ribs in.
453,Slouching,Tall.
453,Touching floor,Hover.
453,Holding breath,Exhale.
454,Flare,Tuck.
454,Short ROM,Deep.
454,Arching,Core.
455,Breathing in,Hold breath out.
455,Shrugging,Relax.
455,Eating before,Empty stomach.
456,Tensing,Melt.
456,Phone use,Unplug.
456,Legs straight,Bent.
457,Dropping hands,Chin down.
457,Flat feet,Toes.
457,Overextending,Elbow safety.
458,Bending elbows,Straight.
458,Rib flare,Core.
458,Fast,Slow.
459,Shrug,Down.
459,Twist,Square.
459,Force,No.
460,Knee torque,Pivot.
460,No slam,Hard.
460,Back rounding,Core.
461,Stiff leg,Bend.
461,Back pain,Upright.
461,Twisting knee,Align.
462,Pulling neck,Don't.
462,Hip lift,Keep down.
462,Fast,Squeeze.
463,Torso sway,Stable.
463,Hi kick,Control.
463,Twist,Square.
464,Arching,Tuck tial.
464,Knee fwd,Pull back.
464,Rolling,Balance.
465,Rolling fwd,Chest open.
465,Hips sag,Lift.
465,Shoulder pain,Align.
466,Rolling,Stack.
466,Touching floor,Hover.
466,Neck,Neutral.
467,Shoulder collapse,Push away.
467,Head drop,Align.
467,Fast,Control.
468,Hips drop,Fight.
468,Leg fwd,Stack.
468,Holding breath,Exhale.
469,Hips drop,Lift.
469,Wobble,Feet split.
469,Fast,Control.
470,Stiff,Absorb.
470,Knees in,Out.
470,Tipping,Balance.
471,Hips drop,Lift.
471,Twisting,Square.
471,Elbow flare,Tuck.
472,Falling off,Plant feet.
472,Uneven,Lock core.
472,Fast,Control.
473,Shrug,Down.
473,Swing,Strict.
473,High,Shoulder.
474,Twist,Square.
474,Shrug,Down.
474,Lean,Vertical.
475,Leaning,Resist.
475,Leg hitting,Clearance.
475,Slouch,Tall.
476,Rounding,Flat.
476,Rotation,Square.
476,Yanking,Smooth.
477,Swing,Strict.
477,Lean,Tall.
477,Grip,Tight.
478,Arching,Ribs in.
478,Twist,Square.
478,Shrug,Down.
479,Slip,Grip.
479,Sag,Plank.
479,Neck,Neutral.
480,Arm drop,Lock.
480,Heel lift,Mobility.
480,Twisting,Square.
481,Twist,Square.
481,Slouch,Rigid.
481,Face,Careful.
482,Hip drop,Level.
482,Flailing,Arms out.
482,Looking down,Horizon.
483,Plonking,Control.
483,Knee cave,Out.
483,Swing,Strict.
484,Arching,Ribs in.
484,Hip drop,Level.
484,Hamstring cramp,Foot closer.
485,Heel strike,Toe.
485,Knee cave,Out.
485,Heavy,Light.
486,Hip open,Point toe down.
486,Rounding,Flat.
486,Touch down,Float.
487,Swing,Strict.
487,Lean,Tall.
487,Shrug,Down.
488,Arching,Core.
488,Shrug,Safe.
488,Clunk,Control.
489,Leaning away,Stay tall.
489,Throwing,Muscle.
489,Trap,Relax.
490,Grinding,Rotate palm.
490,Arch,Core.
490,Fast,Tempo.
491,Momentum,Stop.
491,Chin up,Neutral.
491,Heavy,Light.
492,Bending hips,Hips fwd.
492,Heels down,Up.
492,Knee pain,Stop.
493,Yanking neck,Hands chest.
493,Slamming back,Roll.
493,Feet lift,Anchor.
494,Rounding,Tall.
494,Tripping,Watch.
494,Slack,Tight.
495,High hips,Drive line.
495,Stiff arms,Lock/Spring.
495,Slipping,Grip.
496,Misalign,Check spot.
496,Pushing curve,Straight.
496,Locking,Soft.
497,Bar slip,Mid foot.
497,Back arch,Flat.
497,Unlock,Careful.
498,Head fwd,Bar path.
498,Arching,Ribs in.
498,Too deep,Chin lvl.
499,Hips back too far,Guided.
499,Rounding,Tall.
499,Knees in,Out.
500,Sagging,Core.
500,Butt high,Flat.
500,Slow,Snap.
501,Common Mistake,Letting the hips sag; twisting the spine excessively; not bringing the knee close enough to the elbow.
501,Common Mistake,Letting the hips sag; twisting the spine excessively; not bringing the knee close enough to the elbow.
501,Common Mistake,Letting the hips sag; twisting the spine excessively; not bringing the knee close enough to the elbow.
502,Common Mistake,Landing with knees locked; letting the front knee cave inward; banging the back knee on the floor.
502,Common Mistake,Landing with knees locked; letting the front knee cave inward; banging the back knee on the floor.
502,Common Mistake,Landing with knees locked; letting the front knee cave inward; banging the back knee on the floor.
503,Common Mistake,Swinging with only the arms without engaging the hips; neglecting the non-dominant side.
503,Common Mistake,Swinging with only the arms without engaging the hips; neglecting the non-dominant side.
503,Common Mistake,Swinging with only the arms without engaging the hips; neglecting the non-dominant side.
504,Common Mistake,Stiff legs; not anticipating the sack's trajectory.
504,Common Mistake,Stiff legs; not anticipating the sack's trajectory.
504,Common Mistake,Stiff legs; not anticipating the sack's trajectory.
505,Common Mistake,Head down constantly looked at the ball; poor conditioning.
505,Common Mistake,Head down constantly looked at the ball; poor conditioning.
505,Common Mistake,Head down constantly looked at the ball; poor conditioning.
506,Common Mistake,Standing flat-footed; lazy footwork.
506,Common Mistake,Standing flat-footed; lazy footwork.
506,Common Mistake,Standing flat-footed; lazy footwork.
507,Common Mistake,Tensing the shoulders; heel striking significantly; failing to warm up.
507,Common Mistake,Tensing the shoulders; heel striking significantly; failing to warm up.
507,Common Mistake,Tensing the shoulders; heel striking significantly; failing to warm up.
508,Common Mistake,Rising up out of the squat during the jump; letting knees cave in.
508,Common Mistake,Rising up out of the squat during the jump; letting knees cave in.
508,Common Mistake,Rising up out of the squat during the jump; letting knees cave in.
509,Common Mistake,Using momentum to swing the leg; excessive leaning.
509,Common Mistake,Using momentum to swing the leg; excessive leaning.
509,Common Mistake,Using momentum to swing the leg; excessive leaning.
510,Common Mistake,Bending the knees; sagging hips at the bottom.
510,Common Mistake,Bending the knees; sagging hips at the bottom.
510,Common Mistake,Bending the knees; sagging hips at the bottom.
511,Common Mistake,Swinging the body; straining the neck.
511,Common Mistake,Swinging the body; straining the neck.
511,Common Mistake,Swinging the body; straining the neck.
512,Common Mistake,Dropping the hips; moving too fast without control.
512,Common Mistake,Dropping the hips; moving too fast without control.
512,Common Mistake,Dropping the hips; moving too fast without control.
513,Common Mistake,Rocking the body to help lift the weight; slouching.
513,Common Mistake,Rocking the body to help lift the weight; slouching.
513,Common Mistake,Rocking the body to help lift the weight; slouching.
514,Common Mistake,Pulling on the neck with hands; using hips to lift.
514,Common Mistake,Pulling on the neck with hands; using hips to lift.
514,Common Mistake,Pulling on the neck with hands; using hips to lift.
515,Common Mistake,Lowering the weights too far (stressing shoulders); dropping the hips.
515,Common Mistake,Lowering the weights too far (stressing shoulders); dropping the hips.
515,Common Mistake,Lowering the weights too far (stressing shoulders); dropping the hips.
516,Common Mistake,Wobbling on the ball; letting hips sag.
516,Common Mistake,Wobbling on the ball; letting hips sag.
516,Common Mistake,Wobbling on the ball; letting hips sag.
517,Common Mistake,Leaning back excessively; bouncing on the ball.
517,Common Mistake,Leaning back excessively; bouncing on the ball.
517,Common Mistake,Leaning back excessively; bouncing on the ball.
518,Common Mistake,Dropping hips as you curl; using momentum.
518,Common Mistake,Dropping hips as you curl; using momentum.
518,Common Mistake,Dropping hips as you curl; using momentum.
519,Common Mistake,Arching the back; not controlling the lowering phase.
519,Common Mistake,Arching the back; not controlling the lowering phase.
519,Common Mistake,Arching the back; not controlling the lowering phase.
520,Common Mistake,Sagging hips in the plank; piking hips up too high.
520,Common Mistake,Sagging hips in the plank; piking hips up too high.
520,Common Mistake,Sagging hips in the plank; piking hips up too high.
521,Common Mistake,Hyperextending the back; swinging legs.
521,Common Mistake,Hyperextending the back; swinging legs.
521,Common Mistake,Hyperextending the back; swinging legs.
522,Common Mistake,Clasping hands tightly; holding breath; sagging hips.
522,Common Mistake,Clasping hands tightly; holding breath; sagging hips.
522,Common Mistake,Clasping hands tightly; holding breath; sagging hips.
523,Common Mistake,Allowing the ball to roll away; sagging core.
523,Common Mistake,Allowing the ball to roll away; sagging core.
523,Common Mistake,Allowing the ball to roll away; sagging core.
524,Common Mistake,Flaring elbows out too wide; collapsing core.
524,Common Mistake,Flaring elbows out too wide; collapsing core.
524,Common Mistake,Flaring elbows out too wide; collapsing core.
525,Common Mistake,Using momentum to swing legs up.
525,Common Mistake,Using momentum to swing legs up.
525,Common Mistake,Using momentum to swing legs up.
526,Common Mistake,Going out too far and hurting the back; sitting back on heels rather than using abs.
526,Common Mistake,Going out too far and hurting the back; sitting back on heels rather than using abs.
526,Common Mistake,Going out too far and hurting the back; sitting back on heels rather than using abs.
527,Common Mistake,Unable to keep hips lifted; loss of control.
527,Common Mistake,Unable to keep hips lifted; loss of control.
527,Common Mistake,Unable to keep hips lifted; loss of control.
528,Common Mistake,Pushing knees too far forward over toes.
528,Common Mistake,Pushing knees too far forward over toes.
528,Common Mistake,Pushing knees too far forward over toes.
529,Common Mistake,Twisting the torso excessively.
529,Common Mistake,Twisting the torso excessively.
529,Common Mistake,Twisting the torso excessively.
530,Common Mistake,Bouncing; knee going too far past toes.
530,Common Mistake,Bouncing; knee going too far past toes.
530,Common Mistake,Bouncing; knee going too far past toes.
531,Common Mistake,Shrugging shoulders; swinging wildly.
531,Common Mistake,Shrugging shoulders; swinging wildly.
531,Common Mistake,Shrugging shoulders; swinging wildly.
532,Common Mistake,Planting feet excessively while twisting knees.
532,Common Mistake,Planting feet excessively while twisting knees.
532,Common Mistake,Planting feet excessively while twisting knees.
533,Common Mistake,Leaning drastically to the supporting side.
533,Common Mistake,Leaning drastically to the supporting side.
533,Common Mistake,Leaning drastically to the supporting side.
534,Common Mistake,Bouncing the reps; incomplete range of motion.
534,Common Mistake,Bouncing the reps; incomplete range of motion.
534,Common Mistake,Bouncing the reps; incomplete range of motion.
535,Common Mistake,Arching the back excessively; using legs to push press (unless intended).
535,Common Mistake,Arching the back excessively; using legs to push press (unless intended).
535,Common Mistake,Arching the back excessively; using legs to push press (unless intended).
536,Common Mistake,Leaning back to hoist the weight; moving elbows forward.
536,Common Mistake,Leaning back to hoist the weight; moving elbows forward.
536,Common Mistake,Leaning back to hoist the weight; moving elbows forward.
537,Common Mistake,Flaring elbows excessively; shrugging shoulders.
537,Common Mistake,Flaring elbows excessively; shrugging shoulders.
