exercise_id,title,subtitle
537,Common Mistake,Flaring elbows excessively; shrugging shoulders.
538,Common Mistake,Pressing the weight instead of flying; leaning too far forward.
538,Common Mistake,Pressing the weight instead of flying; leaning too far forward.
538,Common Mistake,Pressing the weight instead of flying; leaning too far forward.
539,Common Mistake,Bringing the knee forward; flexed hip.
539,Common Mistake,Bringing the knee forward; flexed hip.
539,Common Mistake,Bringing the knee forward; flexed hip.
540,Common Mistake,Using the chair to pull yourself up.
540,Common Mistake,Using the chair to pull yourself up.
540,Common Mistake,Using the chair to pull yourself up.
541,Common Mistake,Pulling on neck; not twisting enough.
541,Common Mistake,Pulling on neck; not twisting enough.
541,Common Mistake,Pulling on neck; not twisting enough.
542,Common Mistake,Leaning forward or back; using momentum.
542,Common Mistake,Leaning forward or back; using momentum.
542,Common Mistake,Leaning forward or back; using momentum.
543,Common Mistake,Swinging without control.
543,Common Mistake,Swinging without control.
543,Common Mistake,Swinging without control.
544,Common Mistake,Swinging hips; lifting elbows.
544,Common Mistake,Swinging hips; lifting elbows.
544,Common Mistake,Swinging hips; lifting elbows.
545,Common Mistake,Elbow movement; swinging.
545,Common Mistake,Elbow movement; swinging.
545,Common Mistake,Elbow movement; swinging.
546,Common Mistake,"Fast, bouncy reps."
546,Common Mistake,"Fast, bouncy reps."
546,Common Mistake,"Fast, bouncy reps."
547,Common Mistake,Using legs (unless push press); shrugging.
547,Common Mistake,Using legs (unless push press); shrugging.
547,Common Mistake,Using legs (unless push press); shrugging.
548,Common Mistake,Rounding the back; squatting instead of hinging.
548,Common Mistake,Rounding the back; squatting instead of hinging.
548,Common Mistake,Rounding the back; squatting instead of hinging.
549,Common Mistake,Using hips to swing weight up; shrugging.
549,Common Mistake,Using hips to swing weight up; shrugging.
549,Common Mistake,Using hips to swing weight up; shrugging.
550,Common Mistake,Rounding the back aggressively to reach further.
550,Common Mistake,Rounding the back aggressively to reach further.
550,Common Mistake,Rounding the back aggressively to reach further.
551,Common Mistake,Rounding the back to reach the knee; losing balance.
551,Common Mistake,Rounding the back to reach the knee; losing balance.
551,Common Mistake,Rounding the back to reach the knee; losing balance.
552,Common Mistake,Flexing the hip instead of just the knee; swinging the leg.
552,Common Mistake,Flexing the hip instead of just the knee; swinging the leg.
552,Common Mistake,Flexing the hip instead of just the knee; swinging the leg.
553,Common Mistake,Landing stiff-legged; falling backwards upon landing.
553,Common Mistake,Landing stiff-legged; falling backwards upon landing.
553,Common Mistake,Landing stiff-legged; falling backwards upon landing.
554,Common Mistake,Flaring elbows out; arching lower back excessively.
554,Common Mistake,Flaring elbows out; arching lower back excessively.
554,Common Mistake,Flaring elbows out; arching lower back excessively.
555,Common Mistake,Using legs to push (unless Push Press); leaning back too far.
555,Common Mistake,Using legs to push (unless Push Press); leaning back too far.
555,Common Mistake,Using legs to push (unless Push Press); leaning back too far.
556,Common Mistake,Pulling too hard causing pain; shrugging shoulders.
556,Common Mistake,Pulling too hard causing pain; shrugging shoulders.
556,Common Mistake,Pulling too hard causing pain; shrugging shoulders.
557,Common Mistake,Hyperextending the elbow.
557,Common Mistake,Hyperextending the elbow.
557,Common Mistake,Hyperextending the elbow.
558,Common Mistake,Arching back; knee flaring out to side.
558,Common Mistake,Arching back; knee flaring out to side.
558,Common Mistake,Arching back; knee flaring out to side.
559,Common Mistake,Shrugging shoulders; bending elbows.
559,Common Mistake,Shrugging shoulders; bending elbows.
559,Common Mistake,Shrugging shoulders; bending elbows.
560,Common Mistake,Sitting down immediately after high intensity; not hydrating.
560,Common Mistake,Sitting down immediately after high intensity; not hydrating.
560,Common Mistake,Sitting down immediately after high intensity; not hydrating.
561,Common Mistake,Swinging elbows forward; using momentum.
561,Common Mistake,Swinging elbows forward; using momentum.
561,Common Mistake,Swinging elbows forward; using momentum.
562,Common Mistake,Forcing the motion.
562,Common Mistake,Forcing the motion.
562,Common Mistake,Forcing the motion.
563,Common Mistake,Twisting the torso.
563,Common Mistake,Twisting the torso.
563,Common Mistake,Twisting the torso.
564,Common Mistake,Leaning torso to opposite side to cheat range of motion.
564,Common Mistake,Leaning torso to opposite side to cheat range of motion.
564,Common Mistake,Leaning torso to opposite side to cheat range of motion.
565,Common Mistake,Bouncing; using arms to pull up.
565,Common Mistake,Bouncing; using arms to pull up.
565,Common Mistake,Bouncing; using arms to pull up.
566,Common Mistake,Moving the torso excessively.
566,Common Mistake,Moving the torso excessively.
566,Common Mistake,Moving the torso excessively.
567,Common Mistake,Partial reps; bending knees.
567,Common Mistake,Partial reps; bending knees.
567,Common Mistake,Partial reps; bending knees.
568,Common Mistake,Moving the knee forward.
568,Common Mistake,Moving the knee forward.
568,Common Mistake,Moving the knee forward.
569,Common Mistake,Rounding the back (dangerous); shrugging.
569,Common Mistake,Rounding the back (dangerous); shrugging.
569,Common Mistake,Rounding the back (dangerous); shrugging.
570,Common Mistake,Swinging.
570,Common Mistake,Swinging.
570,Common Mistake,Swinging.
571,Common Mistake,Letting hips sag; rolling forward.
571,Common Mistake,Letting hips sag; rolling forward.
571,Common Mistake,Letting hips sag; rolling forward.
572,Common Mistake,Letting angles drop; holding breath.
572,Common Mistake,Letting angles drop; holding breath.
572,Common Mistake,Letting angles drop; holding breath.
573,Common Mistake,Touching floor with chest; pike hips.
573,Common Mistake,Touching floor with chest; pike hips.
573,Common Mistake,Touching floor with chest; pike hips.
574,Common Mistake,Rounding back; rising up slightly.
574,Common Mistake,Rounding back; rising up slightly.
574,Common Mistake,Rounding back; rising up slightly.
575,Common Mistake,Using back leg to push off heavily.
575,Common Mistake,Using back leg to push off heavily.
575,Common Mistake,Using back leg to push off heavily.
576,Common Mistake,Rounding back; bending knees into a squat.
576,Common Mistake,Rounding back; bending knees into a squat.
576,Common Mistake,Rounding back; bending knees into a squat.
577,Common Mistake,Bending elbows (turns it into tricep pushdown); using momentum.
577,Common Mistake,Bending elbows (turns it into tricep pushdown); using momentum.
577,Common Mistake,Bending elbows (turns it into tricep pushdown); using momentum.
578,Common Mistake,Bouncing; lifting heel.
578,Common Mistake,Bouncing; lifting heel.
578,Common Mistake,Bouncing; lifting heel.
579,Common Mistake,Knees caving in; leaning forward.
579,Common Mistake,Knees caving in; leaning forward.
579,Common Mistake,Knees caving in; leaning forward.
580,Common Mistake,Rounding back; hips rising faster than shoulders.
580,Common Mistake,Rounding back; hips rising faster than shoulders.
580,Common Mistake,Rounding back; hips rising faster than shoulders.
581,Common Mistake,Hyperextending neck (looking up too much).
581,Common Mistake,Hyperextending neck (looking up too much).
581,Common Mistake,Hyperextending neck (looking up too much).
582,Common Mistake,Holding tension in jaw/shoulders.
582,Common Mistake,Holding tension in jaw/shoulders.
582,Common Mistake,Holding tension in jaw/shoulders.
583,Common Mistake,Leaning forward excessively; using hands on thighs.
583,Common Mistake,Leaning forward excessively; using hands on thighs.
583,Common Mistake,Leaning forward excessively; using hands on thighs.
584,Common Mistake,Holding breath.
584,Common Mistake,Holding breath.
584,Common Mistake,Holding breath.
585,Common Mistake,Dropping elbows; sagging hips.
585,Common Mistake,Dropping elbows; sagging hips.
585,Common Mistake,Dropping elbows; sagging hips.
586,Common Mistake,Dropping hips while curling.
586,Common Mistake,Dropping hips while curling.
586,Common Mistake,Dropping hips while curling.
587,Common Mistake,Piking hips too high; sawing back and forth.
587,Common Mistake,Piking hips too high; sawing back and forth.
587,Common Mistake,Piking hips too high; sawing back and forth.
588,Common Mistake,Relying too much on arms; heel lifting.
588,Common Mistake,Relying too much on arms; heel lifting.
588,Common Mistake,Relying too much on arms; heel lifting.
589,Common Mistake,Sagging lower back.
589,Common Mistake,Sagging lower back.
589,Common Mistake,Sagging lower back.
590,Common Mistake,Leading with hips.
590,Common Mistake,Leading with hips.
590,Common Mistake,Leading with hips.
591,Common Mistake,Hoping around; front knee caving in.
591,Common Mistake,Hoping around; front knee caving in.
591,Common Mistake,Hoping around; front knee caving in.
592,Common Mistake,Slacking the strap; arching back.
592,Common Mistake,Slacking the strap; arching back.
592,Common Mistake,Slacking the strap; arching back.
593,Common Mistake,Sagging hips.
593,Common Mistake,Sagging hips.
593,Common Mistake,Sagging hips.
594,Common Mistake,Hyperextending lower back (painful).
594,Common Mistake,Hyperextending lower back (painful).
594,Common Mistake,Hyperextending lower back (painful).
595,Common Mistake,Bending elbows excessively (turns into row).
595,Common Mistake,Bending elbows excessively (turns into row).
595,Common Mistake,Bending elbows excessively (turns into row).
596,Common Mistake,Sagging during pushup.
596,Common Mistake,Sagging during pushup.
596,Common Mistake,Sagging during pushup.
597,Common Mistake,Hiking hips up.
597,Common Mistake,Hiking hips up.
597,Common Mistake,Hiking hips up.
598,Common Mistake,Using momentum; bending elbows.
598,Common Mistake,Using momentum; bending elbows.
598,Common Mistake,Using momentum; bending elbows.
599,Common Mistake,Hyperextending lumbar spine.
599,Common Mistake,Hyperextending lumbar spine.
599,Common Mistake,Hyperextending lumbar spine.
600,Common Mistake,Arms falling forward.
600,Common Mistake,Arms falling forward.
600,Common Mistake,Arms falling forward.
601,Common Mistake,Sagging hips during the saw phase.
601,Common Mistake,Sagging hips during the saw phase.
601,Common Mistake,Sagging hips during the saw phase.
602,Common Mistake,Leaning forward; knee past toes.
602,Common Mistake,Leaning forward; knee past toes.
602,Common Mistake,Leaning forward; knee past toes.
603,Common Mistake,Pulling yourself up with arms entirely.
603,Common Mistake,Pulling yourself up with arms entirely.
603,Common Mistake,Pulling yourself up with arms entirely.
604,Common Mistake,Hoping around; knee caving.
604,Common Mistake,Hoping around; knee caving.
604,Common Mistake,Hoping around; knee caving.
605,Common Mistake,Flaring elbows.
605,Common Mistake,Flaring elbows.
605,Common Mistake,Flaring elbows.
606,Common Mistake,Using momentum/swinging arms.
606,Common Mistake,Using momentum/swinging arms.
606,Common Mistake,Using momentum/swinging arms.
607,Common Mistake,Arching back.
607,Common Mistake,Arching back.
607,Common Mistake,Arching back.
608,Common Mistake,Using shoulders to push.
608,Common Mistake,Using shoulders to push.
608,Common Mistake,Using shoulders to push.
609,Common Mistake,Dropping elbow; swinging arm.
609,Common Mistake,Dropping elbow; swinging arm.
609,Common Mistake,Dropping elbow; swinging arm.
610,Common Mistake,Rounding shoulders forward.
610,Common Mistake,Rounding shoulders forward.
610,Common Mistake,Rounding shoulders forward.
611,Common Mistake,Landing stiff; not tucking enough.
611,Common Mistake,Landing stiff; not tucking enough.
611,Common Mistake,Landing stiff; not tucking enough.
612,Common Mistake,Rushing; taking eyes off weight.
612,Common Mistake,Rushing; taking eyes off weight.
612,Common Mistake,Rushing; taking eyes off weight.
613,Common Mistake,Stopping at shoulders.
613,Common Mistake,Stopping at shoulders.
613,Common Mistake,Stopping at shoulders.
614,Common Mistake,Swinging.
614,Common Mistake,Swinging.
614,Common Mistake,Swinging.
615,Common Mistake,Gripping too wide.
615,Common Mistake,Gripping too wide.
615,Common Mistake,Gripping too wide.
616,Common Mistake,Slouching.
616,Common Mistake,Slouching.
616,Common Mistake,Slouching.
617,Common Mistake,Rounding back.
617,Common Mistake,Rounding back.
617,Common Mistake,Rounding back.
618,Common Mistake,Shrugging traps excessively.
618,Common Mistake,Shrugging traps excessively.
618,Common Mistake,Shrugging traps excessively.
619,Common Mistake,Swinging.
619,Common Mistake,Swinging.
619,Common Mistake,Swinging.
620,Common Mistake,Arm movement only (use core).
620,Common Mistake,Arm movement only (use core).
620,Common Mistake,Arm movement only (use core).
621,Common Mistake,Rounding back.
621,Common Mistake,Rounding back.
621,Common Mistake,Rounding back.
622,Common Mistake,Bending knees.
622,Common Mistake,Bending knees.
622,Common Mistake,Bending knees.
623,Common Mistake,Arching back to keep contact.
623,Common Mistake,Arching back to keep contact.
623,Common Mistake,Arching back to keep contact.
624,Common Mistake,Knees past toes.
624,Common Mistake,Knees past toes.
624,Common Mistake,Knees past toes.
625,Common Mistake,Sagging hips.
625,Common Mistake,Sagging hips.
625,Common Mistake,Sagging hips.
626,Common Mistake,Hands pushing on thighs.
626,Common Mistake,Hands pushing on thighs.
626,Common Mistake,Hands pushing on thighs.
627,Common Mistake,Lack of control.
627,Common Mistake,Lack of control.
627,Common Mistake,Lack of control.
628,Common Mistake,Knee hitting floor.
628,Common Mistake,Knee hitting floor.
628,Common Mistake,Knee hitting floor.
629,Common Mistake,Arching back.
629,Common Mistake,Arching back.
629,Common Mistake,Arching back.
630,Common Mistake,Dropping elbow.
630,Common Mistake,Dropping elbow.
630,Common Mistake,Dropping elbow.
631,Common Mistake,Breaking segments.
631,Common Mistake,Breaking segments.
631,Common Mistake,Breaking segments.
632,Common Mistake,Pause at top/bottom.
632,Common Mistake,Pause at top/bottom.
632,Common Mistake,Pause at top/bottom.
633,Common Mistake,Knees caving.
633,Common Mistake,Knees caving.
633,Common Mistake,Knees caving.
634,Common Mistake,Shoulders rolling forward.
634,Common Mistake,Shoulders rolling forward.
634,Common Mistake,Shoulders rolling forward.
635,Common Mistake,Heel coming up.
635,Common Mistake,Heel coming up.
635,Common Mistake,Heel coming up.
636,Common Mistake,Hyperextending back.
636,Common Mistake,Hyperextending back.
636,Common Mistake,Hyperextending back.
637,Common Mistake,Kipping.
637,Common Mistake,Kipping.
637,Common Mistake,Kipping.
638,Common Mistake,Hip movement.
638,Common Mistake,Hip movement.
638,Common Mistake,Hip movement.
639,Common Mistake,Shoulder pain.
639,Common Mistake,Shoulder pain.
639,Common Mistake,Shoulder pain.
640,Common Mistake,Forcing.
640,Common Mistake,Forcing.
640,Common Mistake,Forcing.
641,Common Mistake,Elbows flaring too much.
641,Common Mistake,Elbows flaring too much.
641,Common Mistake,Elbows flaring too much.
642,Common Mistake,Knees caving.
642,Common Mistake,Knees caving.
642,Common Mistake,Knees caving.
643,Common Mistake,Leaning back too far.
643,Common Mistake,Leaning back too far.
643,Common Mistake,Leaning back too far.
644,Common Mistake,Shoulders lifting.
644,Common Mistake,Shoulders lifting.
644,Common Mistake,Shoulders lifting.
645,Common Mistake,None.
645,Common Mistake,None.
645,Common Mistake,None.
501,Common Mistake,Letting the hips sag; twisting the spine excessively; not bringing the knee close enough to the elbow.
502,Common Mistake,Landing with knees locked; letting the front knee cave inward; banging the back knee on the floor.
503,Common Mistake,Swinging with only the arms without engaging the hips; neglecting the non-dominant side.
504,Common Mistake,Stiff legs; not anticipating the sack's trajectory.
505,Common Mistake,Head down constantly looked at the ball; poor conditioning.
506,Common Mistake,Standing flat-footed; lazy footwork.
507,Common Mistake,Tensing the shoulders; heel striking significantly; failing to warm up.
508,Common Mistake,Rising up out of the squat during the jump; letting knees cave in.
509,Common Mistake,Using momentum to swing the leg; excessive leaning.
510,Common Mistake,Bending the knees; sagging hips at the bottom.
511,Common Mistake,Swinging the body; straining the neck.
512,Common Mistake,Dropping the hips; moving too fast without control.
513,Common Mistake,Rocking the body to help lift the weight; slouching.
514,Common Mistake,Pulling on the neck with hands; using hips to lift.
515,Common Mistake,Lowering the weights too far (stressing shoulders); dropping the hips.
516,Common Mistake,Wobbling on the ball; letting hips sag.
517,Common Mistake,Leaning back excessively; bouncing on the ball.
518,Common Mistake,Dropping hips as you curl; using momentum.
519,Common Mistake,Arching the back; not controlling the lowering phase.
520,Common Mistake,Sagging hips in the plank; piking hips up too high.
521,Common Mistake,Hyperextending the back; swinging legs.
522,Common Mistake,Clasping hands tightly; holding breath; sagging hips.
523,Common Mistake,Allowing the ball to roll away; sagging core.
524,Common Mistake,Flaring elbows out too wide; collapsing core.
525,Common Mistake,Using momentum to swing legs up.
526,Common Mistake,Going out too far and hurting the back; sitting back on heels rather than using abs.
527,Common Mistake,Unable to keep hips lifted; loss of control.
528,Common Mistake,Pushing knees too far forward over toes.
529,Common Mistake,Twisting the torso excessively.
530,Common Mistake,Bouncing; knee going too far past toes.
531,Common Mistake,Shrugging shoulders; swinging wildly.
532,Common Mistake,Planting feet excessively while twisting knees.
533,Common Mistake,Leaning drastically to the supporting side.
534,Common Mistake,Bouncing the reps; incomplete range of motion.
535,Common Mistake,Arching the back excessively; using legs to push press (unless intended).
536,Common Mistake,Leaning back to hoist the weight; moving elbows forward.
537,Common Mistake,Flaring elbows excessively; shrugging shoulders.
538,Common Mistake,Pressing the weight instead of flying; leaning too far forward.
539,Common Mistake,Bringing the knee forward; flexed hip.
540,Common Mistake,Using the chair to pull yourself up.
541,Common Mistake,Pulling on neck; not twisting enough.
542,Common Mistake,Leaning forward or back; using momentum.
543,Common Mistake,Swinging without control.
544,Common Mistake,Swinging hips; lifting elbows.
545,Common Mistake,Elbow movement; swinging.
546,Common Mistake,"Fast, bouncy reps."
547,Common Mistake,Using legs (unless push press); shrugging.
548,Common Mistake,Rounding the back; squatting instead of hinging.
549,Common Mistake,Using hips to swing weight up; shrugging.
550,Common Mistake,Rounding the back aggressively to reach further.
551,Common Mistake,Rounding the back to reach the knee; losing balance.
552,Common Mistake,Flexing the hip instead of just the knee; swinging the leg.
553,Common Mistake,Landing stiff-legged; falling backwards upon landing.
554,Common Mistake,Flaring elbows out; arching lower back excessively.
555,Common Mistake,Using legs to push (unless Push Press); leaning back too far.
556,Common Mistake,Pulling too hard causing pain; shrugging shoulders.
557,Common Mistake,Hyperextending the elbow.
558,Common Mistake,Arching back; knee flaring out to side.
559,Common Mistake,Shrugging shoulders; bending elbows.
560,Common Mistake,Sitting down immediately after high intensity; not hydrating.
561,Common Mistake,Swinging elbows forward; using momentum.
562,Common Mistake,Forcing the motion.
563,Common Mistake,Twisting the torso.
564,Common Mistake,Leaning torso to opposite side to cheat range of motion.
565,Common Mistake,Bouncing; using arms to pull up.
566,Common Mistake,Moving the torso excessively.
567,Common Mistake,Partial reps; bending knees.
568,Common Mistake,Moving the knee forward.
569,Common Mistake,Rounding the back (dangerous); shrugging.
570,Common Mistake,Swinging.
571,Common Mistake,Letting hips sag; rolling forward.
572,Common Mistake,Letting angles drop; holding breath.
573,Common Mistake,Touching floor with chest; pike hips.
574,Common Mistake,Rounding back; rising up slightly.
575,Common Mistake,Using back leg to push off heavily.
576,Common Mistake,Rounding back; bending knees into a squat.
577,Common Mistake,Bending elbows (turns it into tricep pushdown); using momentum.
578,Common Mistake,Bouncing; lifting heel.
579,Common Mistake,Knees caving in; leaning forward.
580,Common Mistake,Rounding back; hips rising faster than shoulders.
581,Common Mistake,Hyperextending neck (looking up too much).
582,Common Mistake,Holding tension in jaw/shoulders.
583,Common Mistake,Leaning forward excessively; using hands on thighs.
584,Common Mistake,Holding breath.
585,Common Mistake,Dropping elbows; sagging hips.
586,Common Mistake,Dropping hips while curling.
587,Common Mistake,Piking hips too high; sawing back and forth.
588,Common Mistake,Relying too much on arms; heel lifting.
589,Common Mistake,Sagging lower back.
590,Common Mistake,Leading with hips.
591,Common Mistake,Hoping around; front knee caving in.
592,Common Mistake,Slacking the strap; arching back.
593,Common Mistake,Sagging hips.
594,Common Mistake,Hyperextending lower back (painful).
595,Common Mistake,Bending elbows excessively (turns into row).
596,Common Mistake,Sagging during pushup.
597,Common Mistake,Hiking hips up.
598,Common Mistake,Using momentum; bending elbows.
599,Common Mistake,Hyperextending lumbar spine.
600,Common Mistake,Arms falling forward.
601,Common Mistake,Sagging hips during the saw phase.
602,Common Mistake,Leaning forward; knee past toes.
603,Common Mistake,Pulling yourself up with arms entirely.
604,Common Mistake,Hoping around; knee caving.
605,Common Mistake,Flaring elbows.
606,Common Mistake,Using momentum/swinging arms.
607,Common Mistake,Arching back.
608,Common Mistake,Using shoulders to push.
609,Common Mistake,Dropping elbow; swinging arm.
610,Common Mistake,Rounding shoulders forward.
611,Common Mistake,Landing stiff; not tucking enough.
612,Common Mistake,Rushing; taking eyes off weight.
613,Common Mistake,Stopping at shoulders.
614,Common Mistake,Swinging.
615,Common Mistake,Gripping too wide.
616,Common Mistake,Slouching.
617,Common Mistake,Rounding back.
618,Common Mistake,Shrugging traps excessively.
619,Common Mistake,Swinging.
620,Common Mistake,Arm movement only (use core).
621,Common Mistake,Rounding back.
622,Common Mistake,Bending knees.
623,Common Mistake,Arching back to keep contact.
624,Common Mistake,Knees past toes.
625,Common Mistake,Sagging hips.
626,Common Mistake,Hands pushing on thighs.
627,Common Mistake,Lack of control.
628,Common Mistake,Knee hitting floor.
629,Common Mistake,Arching back.
630,Common Mistake,Dropping elbow.
631,Common Mistake,Breaking segments.
632,Common Mistake,Pause at top/bottom.
633,Common Mistake,Knees caving.
634,Common Mistake,Shoulders rolling forward.
635,Common Mistake,Heel coming up.
636,Common Mistake,Hyperextending back.
637,Common Mistake,Kipping.
638,Common Mistake,Hip movement.
639,Common Mistake,Shoulder pain.
640,Common Mistake,Forcing.
641,Common Mistake,Elbows flaring too much.
642,Common Mistake,Knees caving.
643,Common Mistake,Leaning back too far.
644,Common Mistake,Shoulders lifting.
645,Common Mistake,None.
